"ID","p1","p2","p3","p4","p5","p6","p7","p8","p9","p10","p11","p12","p13","p14","p15","p16","p17","p18","p19","p20","p21","p22","p23","p24","p25","p26","p27","p28","p29","p30","p31","p32","p33","p34","p35","p36","p37","p38","p39","p40","p50"
4924,111.24,113.25,112.45,109.72,110.78,110.66,109.87,107.04,105.56,103.53,105.17,112.24,109.62,108.24,106.28,103.08,100.28,98.59,96.86,93.1,90.32,87.93,83.3,79.81,75.98,71.53,68.28,65.31,62.82,61.06,61.69,58.13,59.52,60.29,64.3,65.96,70.1,74.39,77.04,77.43,87.28
4925,99.07,96.06,96,93.79,91.56,89.44,85.74,84.04,80.91,72.99,74.82,78.66,76.77,74.51,72.51,71.99,69.73,67.83,69.01,69.49,70.32,73.98,75.56,72.86,69.89,71.16,64.26,62.27,59.85,58.75,56.49,52.91,54.03,57.25,60.03,64.25,62.58,60.29,58.76,51.06,68.55
4926,107.56,108.3,108.26,111.01,112.37,114.25,116.53,120.63,124.04,127.35,127.72,127.59,127.26,128.95,129.13,128.11,131.57,135.14,138.07,141.53,141.59,138.88,136.83,133.59,130.78,130.77,131.85,135.75,135.67,136.15,139.6,140.12,141.69,141.84,143.72,141.27,141,143.5,150.21,147.47,138.28
4927,108.22,104.39,105.26,108.28,104.46,101.5,97.67,93.65,91.13,87.76,86.59,86.03,86.69,87.41,88.4,86.81,85.95,85.53,86.71,89.89,94.08,97.7,100.2,102.21,101.74,100.86,101.39,98.27,94.88,95.41,93.64,96.57,96.28,98.32,104.73,100.09,98.58,96.41,98.3,98.94,121.8
4928,103.23,107.45,110.54,113.48,113.7,111.17,109.02,108.43,104.36,105.45,106.44,105.55,107.37,104.15,105.05,105.05,104.29,101.9,100.1,100.67,100.66,105.51,106.21,106.13,101.95,98.93,96.26,93.04,93.83,95.94,98.2,102.21,105.07,107.81,106.75,108.87,112.65,113.54,111.91,112.94,108.12
4929,95.77,99.29,103.43,102.17,101.23,101.24,98.11,90.84,83.78,86.06,89.41,92.4,95.54,97.16,98.23,101.93,104.47,104.94,105.53,109.12,112.18,111.87,111.93,108.72,104.43,98.5,94.27,90.06,88.96,91.14,98.49,96.74,93.8,90.95,88.99,88.94,89.46,90.82,93.7,96.74,109.33
4930,102.96,104.06,103.64,103.15,103.68,105.72,109.46,112.61,115.52,118.2,121.9,124.07,124.13,128.13,124.39,122.07,119.55,111.85,114.33,117.13,120.33,125.67,128.57,130.83,131.68,131.48,129.72,134.42,136.94,140.27,142.85,145.09,147.8,151.41,153.03,153.5,155.65,155.34,153.65,149.92,138.44
4931,102.8,101.81,106.86,109.59,113.58,119.71,116.52,116.2,114.5,111.09,110.64,111.11,113.64,117.77,119.89,119.76,119.01,121.03,125.1,128.8,128.14,132.05,134.07,136.31,138.74,140.52,143.71,147.04,149.84,152.36,157.04,152.85,149.96,147.98,145.83,145.6,145.47,146.6,147.11,144.43,151.33
4932,91.28,88.26,85.01,85.31,84.79,76.14,76.34,76.63,76.47,73.58,70.82,71.66,71.87,77.77,76.28,74.97,75.33,76.57,72.69,68.82,65.4,65.47,59.54,63.59,65.49,67.38,70.2,70.91,71.85,68.49,69.64,71.65,73.49,74.97,74.66,76.28,74.73,72.4,70.33,66.77,60.19
4933,109.45,107.99,110.08,111.07,113.38,113.25,112.68,112.14,111.21,110.56,107.39,111.61,112.19,111.33,111.67,114.72,118.3,118.54,116.42,114.84,115.43,114.1,109.74,108.6,107.95,102.22,104.91,105.96,109.13,107.43,102.26,103.9,103.94,104.11,98.57,96.91,100,102.8,105.75,107.82,100.31
4934,104.9,102.17,100.39,96.88,95.54,96.34,94.32,89.1,91.27,93.63,92.41,85.95,87.55,89.51,87.96,89.92,91.31,94.25,93.74,97.25,102.67,100.66,105.12,106.14,107.39,109.5,111.69,113.93,117.6,120.71,120.19,118.14,118.32,122.43,119.49,117.24,114.49,111.06,111.61,111.62,112.93
4935,97.22,93.53,91.35,88.9,85.83,83.49,79.68,77.29,76.16,73.26,69.33,66.95,67.72,71.35,72.14,71.05,71.75,74.53,78.17,81.35,81.99,80.42,81.32,83.47,87.26,93.71,91.39,89.61,88.83,85.52,82.6,79,76.44,73.55,70.35,66.46,64.76,63.49,59.36,57.7,46.31
4936,107.27,109.54,109.46,112.06,111.05,108.55,104.27,104.17,109.05,104.33,99.53,96.84,94.53,92.24,92.03,92.26,88.93,84.86,85.63,85.09,86.2,79.85,81.01,79.99,80.5,80.13,79.93,77.88,78.07,85.59,81.06,81.39,79.05,76.28,73.36,70.52,68.04,68.47,58.16,52.65,44.23
4937,96.69,95.2,95.75,93.48,92.26,88.84,85.84,82.96,72.72,71.68,72.31,76.92,77.57,78.57,85.62,87.97,85.55,83.2,80.85,80.83,77.28,77.6,75.9,73.37,73.92,75.34,75.74,76.19,73.85,72.57,71.14,70.29,71.29,71.88,73.69,73.57,72.79,76.33,79.01,82.2,74.39
4938,95.76,93.51,89.77,86.48,81.61,79.88,76.3,76.89,75.49,67.27,72.14,74.14,75.53,74.41,77.63,80.17,82.51,84.68,87.84,88.86,89.89,88.63,86.72,87.22,82.75,82.43,82.21,81.05,80.37,80.85,83.73,80.03,78.94,77.27,76.26,82.17,84.5,88.53,87.7,91.43,101.38
4939,96.27,93.34,90.34,86.34,85.14,81.74,77.98,74,70.66,68.97,64.81,60.73,56.28,53.61,54.79,57.63,60.47,61.98,64.77,65.42,67.96,67.12,70.89,67.35,65.99,62.31,58.97,56.62,51.61,50.09,46.22,43.8,38.37,35.81,31.55,27.21,23.29,17.97,17.46,21.27,18.87
4940,105.59,104.57,104.5,103.67,101.79,99.96,98.02,95.48,93.64,90.34,88.21,86.92,83.16,81.03,77.29,75.81,70.8,68.01,64.99,60.96,57.93,54.38,57.16,62.08,61.18,65.19,69.44,73.54,76.9,82.32,85.37,85.9,91.64,89.64,88.45,85.46,88.72,90.25,90.66,94.49,100.96
4941,102.46,104.41,108.25,110.69,113.88,118.43,121.59,124.41,126.86,125.83,126.95,124.19,125.47,121.62,121.37,121.73,125.01,127.76,130.88,133.06,136.95,139.67,140.94,144.13,146.35,144.51,145.58,148.41,149.63,157.09,155.32,157.51,151.47,152.97,155.1,155.94,153.51,151.83,145.57,150.65,169.26
4942,103.85,106.23,111.12,114.75,114.28,110.17,109.44,109.46,108.87,108.77,108.48,109.56,110.67,109.21,106.83,105.51,104.28,104,103.58,104.74,104.72,103.14,99.06,96.92,94.98,91.48,87.74,88.93,85.15,82.77,82.73,84.11,83.54,84.47,86.48,91.05,93.34,95.43,98.37,99.87,100.37
4943,87.83,85.04,82.79,78.82,76.82,72.53,66.71,69.58,69.35,65.2,63.06,60.35,58.7,57.45,62.54,63.26,65.84,68.3,72.11,75.82,77.79,77.18,74.49,71.94,69.42,66.55,65.62,63.39,60.13,57.52,55.65,54.2,51.41,49.05,45.16,42.06,38.43,34.64,30.35,29.29,24.93
4944,95.21,101.98,96.16,93.47,90.32,87.45,82.99,78.34,76.94,74.76,71.09,67.95,68.55,65.17,60.62,57.21,48.86,51.6,52.16,55.16,57.3,57.36,58.15,57.68,61.3,63.67,64.08,66.45,68.66,69.11,70.4,69.84,67.23,66.62,67.94,72.82,79.18,76.72,73.31,70.9,54.77
4945,88.77,85.67,82.03,86.36,89.59,91.88,94.78,93.7,92.21,82.11,79.01,76.73,73.88,70.81,69.9,72.98,75.28,79.31,82.33,85.83,84.94,84.91,84.68,84.85,78.28,80.66,84.04,88.65,91.92,93.02,94.65,94.12,97.19,94.89,96.22,106.2,103.93,100.93,98.95,96.69,103.96
4946,106.1,102.78,100.98,99.36,98.84,96.14,96.61,92.64,88.84,87.34,83.69,84.67,84.13,83.36,82.75,83.34,82.9,83.35,84.38,84.22,84.27,83.7,84.89,90.16,91.27,91.68,94.52,99.47,96.05,93.76,92.35,89.66,86.04,86.28,83.67,82.55,86.4,85.05,85.72,87.98,96.51
4947,108.13,111.5,107.22,103.76,103.6,104.61,104.89,104.82,108.51,111.11,113.37,115.39,119.15,120.34,119.34,122.97,121.5,118.94,115.53,114.34,112.08,108.76,106.48,101.23,102.97,106.69,109.6,111.58,114.88,117.92,117.99,118.15,117.03,116.63,119.69,121.38,122.46,125.58,125.59,120.82,134
4948,98.46,95.22,95.84,92.51,88.31,89.02,84.9,86.41,87.12,83.07,79.56,76.11,73.2,69.71,69.79,68.84,65.52,66.79,68.66,72.1,78.47,75.11,71.8,68.46,64.79,61.37,58.34,59.41,58.24,57.47,57.08,57.76,62.17,65.09,66.29,64.54,66.94,69.29,72.21,73.14,61.91
4949,98.62,102.26,102.31,102.37,105.21,106,105.47,103.83,104.69,107.16,109.53,110.58,107.03,103.58,100.63,100.38,99.95,95.77,93.29,91.51,88.72,85,80.68,79.6,76.48,76.13,76.48,72.44,67.64,67.87,65.48,62.23,58.49,56.32,54.69,54.48,50.85,47.67,47.3,48.2,39.85
4950,95.94,97.21,98.03,97.03,93.8,93.12,93.25,94.44,95.31,99.03,102.35,98.98,97.77,98.25,98.98,99.4,100.22,97.55,95.38,93.16,90.87,88.49,85.64,83.03,79.45,75.88,72.93,70.09,68.03,63.87,62.52,60.06,57.15,54.92,54.94,55.46,55.46,57.17,58.46,57.15,75.71
4951,100.86,98.81,95.05,94.23,94.62,98.88,98.5,96.44,92.75,95.33,99.6,103.57,105.71,109.16,110.97,112.99,119.95,115.23,112.28,108.52,105.48,102.71,96.4,88.24,89.3,94.36,97.17,96.58,96.25,96.69,96.09,96.17,96.21,98.63,103.8,105.2,108.07,108.33,108.22,105.91,127.29
4952,104.48,100.66,97.76,93.74,95.48,93.08,90.82,90.27,89.31,89.9,87.26,83.75,82.55,79.08,79.13,80.42,79,77.22,76.55,76.62,76.81,78.82,77.71,75.07,71.11,67.7,66.05,63.7,61.38,59.54,54.85,54.59,58.45,56.07,54.33,53.31,52.68,60.73,56.95,56.48,54.56
4953,94.95,94.89,90.73,88.37,84.43,82.79,79.73,76.95,74.97,72.42,68.19,65.51,63.31,63.22,62.27,66.04,69.72,73.11,73.43,73.03,73.35,73.27,77.03,79.25,81.37,81.18,80.06,81.28,84.04,81.3,78.23,77.01,80.48,84.15,85.41,87.97,92.32,93.39,94.92,98.08,93.13
4954,97.69,95.45,91.63,92.52,91.57,96.8,97.21,98.78,102.09,101.55,100.93,102.19,105.1,106.87,104.96,106.89,108.16,113.99,116.34,117.96,122.02,125.19,127.24,124.84,120.79,119.4,117.09,113.39,105.14,109.59,113.02,115.54,118.28,121.72,124.38,128.15,131.07,134.16,138.88,143.26,160.15
4955,108.21,104.51,103.76,101.84,98.66,94.4,94.12,95.17,98.59,102.12,103.81,107.07,110.44,111.76,114.28,116.63,120.63,123.32,123.63,123.18,123.39,128.38,127.22,129.3,131.36,132.94,136.37,139.6,145.82,149.56,149.05,145.66,142.88,138.36,135.28,136.58,133.79,131.67,127.02,126.85,124.38
4956,107.46,109.26,112.46,112.26,113.37,119.75,118.68,118.48,116.83,113.37,111.31,111.61,112.59,111.67,117.87,115.39,113.74,111.36,108.39,109.13,109.56,108.82,109.01,107.92,104,103.41,102.76,102.72,101.12,98.91,98.72,98.57,95.22,95.03,95.62,94.33,94.4,94.52,98.15,103.08,108.17
4957,94.22,91.42,90.98,97.7,92.31,92.9,92.65,93.74,92.91,95.08,96.55,99.33,102.05,105.77,110.6,110.4,110.86,110.62,111.37,112.5,113.65,112.45,112.72,109.15,103.63,108.13,108.23,109.31,109.77,109.54,108.44,105.14,101.35,96.8,93.92,89.49,86.69,82.04,81.47,80.66,56.11
4958,99.62,101.58,104.32,106.62,107.67,111.18,112.86,112.27,116.26,118.96,117.51,115.56,115.27,104.51,109.2,109.59,113.31,117.01,120.92,125.22,132.75,137.49,139.2,143.07,143,145.83,149.41,151.6,152.54,155.39,157.26,159.29,163.65,166.28,171.42,166.97,164.99,162.92,160.01,158.21,185.35
4959,113.7,116.66,117.63,119.71,122.55,126.34,128.89,128.6,134.92,133.55,132.14,129.95,125.76,123.63,122.18,119.62,115.69,114.33,116.34,119.74,122.45,126.16,127.69,132.37,134.82,138.78,141.36,143.65,144.71,147.93,151.75,152.8,150.55,143.81,146.01,149.2,150.36,150.6,151.59,153.59,138.41
4960,106.13,102.33,99.5,98.52,98.11,99.54,101.13,101.69,105.28,107.4,110.62,113.15,113.71,114.58,116.06,118.21,122.42,123.86,128.23,130.62,130.65,131.16,133.51,134.75,136.45,133.67,129.75,125.16,123.52,119.3,117.93,115.58,114.8,115.31,116.7,117.08,119.35,119.57,122.9,125.94,148.31
4961,93.54,94.37,93.8,100.69,100.92,101.85,102.22,101.66,100.6,98.21,98.81,99.21,97.49,105.36,103.52,101.71,100.66,99.76,100.83,103.25,104.35,106.93,109.61,115.58,118.39,119.53,110.8,113.48,116.01,116.29,114.9,112.53,109.9,99.07,100.63,101.56,100.63,102.71,105.41,106.22,83.86
4962,88.09,83.35,81.12,76.62,71.45,72.68,73.74,75.58,79.16,81.8,83.22,85.11,89.59,94.16,90.25,90.08,94.18,92.78,93.85,93.16,91.41,88.98,87.23,83.43,81.94,78.96,76.13,75.79,72.57,70.82,72.63,75.15,76.02,75.75,74.09,72.29,67.93,68.07,65.99,63.21,53.76
4963,105.2,106.9,107.31,104.11,99.6,94.68,92.84,89.37,87.29,86.68,86.21,88.73,93.17,95.33,100.23,102.46,108.4,105.4,101.07,99.82,98.55,95.74,94.02,91.55,88.86,88.34,88.71,81.87,84.92,84.35,82.53,80.27,71.46,75.35,77.13,75.29,75.64,77.4,81.83,83.44,77.95
4964,103.74,104.88,106.67,109.01,108.78,107.77,108.3,109.79,109.21,109.62,113.32,117.06,121.23,124.56,127.32,130.45,133.49,135.54,127.55,130.09,129.83,131.19,131.93,131.59,131.91,130.87,127.15,130.46,133.96,136.87,136.76,139.42,141.77,144.19,146.27,146.17,144.45,143.55,143.93,144.09,155.41
4965,107.5,103.67,100.53,96.87,92.2,90.03,91.43,90.27,87.39,83.52,83.49,81.59,81.8,78.61,75.09,73.98,71.48,70.26,71.13,70.65,73.13,74,75.19,69.9,71.94,72.91,74.71,78.62,82.43,84.46,83.34,86.66,90.41,93.99,95.09,95.85,97.78,96.2,96.52,97.28,128.54
4966,97.12,98.19,101.86,100.95,97.25,96.64,99.38,98.61,99.04,96.82,93.49,93.94,93.76,97.52,102.56,106.35,109,111.83,110.67,107.86,107.08,109.13,110.41,112.01,112.29,112.51,113.97,115.1,115.52,114.15,112.62,107.39,109.18,110.16,113.91,115.79,115.52,115.94,121.97,124.02,95.03
4967,99.41,95.75,93.53,88.49,90.09,91.77,96.01,95.12,94.12,95.06,91.2,90.17,90.5,81.69,79.37,79.98,75.69,76.8,73.78,71.78,72.01,74.34,74.61,77.5,78.24,74.87,73.63,69.66,65.98,62.59,65.41,69.33,68.97,69.45,71.5,74.82,75.67,80.43,84.81,85.53,72.94
4968,101.24,105.12,103.31,104.54,104.68,107.82,111.92,118,113.59,111.18,108.01,102.94,100.02,99.83,104.32,107.59,112.04,112.16,112.07,110.88,108.23,103.77,98.9,104.43,107.53,107.81,110.8,110.71,108.54,103.75,105.82,110.02,111.94,112.03,112.76,112.96,112.33,112.96,111.93,107.14,92.36
4969,103.44,100.78,100.65,100.3,94,97.85,101.07,101.69,102.84,105.93,108.15,108.26,108.08,111.45,114.69,117.14,119.06,118.29,119.99,124.69,127.81,127.15,119.52,120.77,125.62,125.87,124.46,127.72,129.17,125.34,127.42,130.16,131.46,135.62,137.55,138.3,137.15,140.19,142.11,142.88,139.38
4970,108.49,104.62,102.19,97.57,96.57,97.4,94.58,89.79,86.14,86.38,86.94,86.56,88.77,91.29,91.22,92.91,94.08,93.1,91.45,88.6,85.12,81.97,79.39,79.69,79.46,81.73,82.71,83.08,81.67,80.03,78.17,72.83,67.6,64.01,62.19,57.84,56.69,52.99,53.02,56.64,46.71
4971,103.62,99.58,100.98,101.23,94.79,95.82,98.32,100.53,102.17,105.08,106.83,108.4,113.48,115.12,116.15,117.57,120.74,127.03,122.91,119.57,119.52,119.12,115.65,111.86,110.25,109.38,109.71,103.59,107.11,110.1,111.35,113.2,115.4,116.95,117.96,118.74,119.75,121.33,120.47,118.24,126.27
4972,111.58,117.81,122.13,121.27,123.64,125.14,124.41,120.37,118.62,114.81,109.62,107.7,106.27,107.51,106.36,101.57,101.47,102.01,107.62,107.48,107.42,104.76,102.03,99.55,97.45,97.27,98.38,96.3,94.26,90.41,87.21,84.42,84.02,81.29,79.56,75.85,72.98,71.68,68.52,67.22,86.65
4973,104.06,107.69,110.11,111.57,113.05,112.6,114.72,116.18,124,121.31,118.55,117.15,118.46,121.95,123.38,123.68,122.07,118.7,113.72,114.87,113.63,124.52,122.87,119.46,116.83,113.46,110.82,107.71,100.58,104.67,107.77,106.78,106.32,106.13,106.39,107.56,106.95,107.84,108.53,106.42,113.31
4974,109.81,107.31,106.79,105.15,102.56,100.05,99.89,99.31,100.25,100.45,99.49,102.8,104.46,106.24,109.99,110.67,109.81,107.24,100.56,103.92,106.13,109.08,113.73,112.29,112.38,111.17,110.79,112.31,112.38,108.98,106.4,103.16,104.01,101.63,100.52,100.2,101.16,103.15,106.66,108.81,113.64
4975,91.77,94.87,97.15,101.28,106,110.39,113.72,116.62,120.73,124.88,130.05,131.8,127.67,125.05,123.09,122.08,120.73,115.11,115.61,117.59,113.82,109.29,102.88,102.19,108.46,106.88,105.53,107.63,112.53,109.57,106.03,101.29,97.79,97.86,99.24,100.23,101.26,94.09,95.52,98.28,98.54
4976,107.1,107.93,107.88,100.46,102.95,105.05,110.1,114.2,115.98,116.08,114.66,115.48,114.36,115.89,113.53,111.19,107.87,105.38,106.02,110.53,117.66,116.56,116.9,118.35,117.32,114.54,115.59,116.29,120.26,117.41,114.81,110.87,111.94,111.7,107.89,108,111.7,107.71,108.15,111.32,100.12
4977,103.15,102.41,103.86,102.52,106.27,109.43,112.02,112.6,109.98,108.83,106,107.11,110.14,114.37,117.7,121.08,124.3,126.91,128.89,133.18,136.73,140.05,143.72,148.44,151.04,150.95,151.79,152.01,151.53,151.79,146.37,150.28,149.26,148.56,146.41,144.9,141.46,138.31,136.46,134.02,144.14
4978,95.08,98.23,101.38,105.65,106.18,110.27,110.71,114.86,118.66,121.84,122.42,118.54,120.6,123.89,123.71,124.29,128.12,130.82,136.4,137.72,141.5,144.35,147.3,148.11,151.49,151.14,148.91,148.8,148.62,148.58,148.7,151.06,151.33,144.44,147.87,149.81,151.72,154.16,154.84,152.25,158.99
4979,99.27,90.09,93.57,96.53,98.75,100.04,101.59,101.21,100.06,98.63,95.61,93.01,92.2,93.45,89.98,86.42,82.73,77.55,75.5,74.99,72.89,69.18,66.69,64.17,61.96,59.67,52.65,54.78,59.7,62.85,67.45,70.1,71.48,72.54,82.63,78.26,75.52,76.23,74.97,75.41,99.14
4980,92.71,88.1,82.92,79.92,75.67,75.86,75.4,75.12,73.09,73,74.78,77.67,81.3,82.79,84.99,83.97,83.18,84.77,88.04,89.82,89.34,88.24,82.36,84.1,86.77,86.52,83.83,80.37,79.62,79.05,75.42,71.91,70.17,67.05,66.17,64.83,62.33,60.94,58.12,55.59,20.65
4981,89.42,89.97,90.58,89.59,89.38,87.38,87.49,83.4,84.04,88.76,92.15,94.18,97.85,100.51,102.9,104.7,105.84,108.28,112.73,119.21,117.11,117.49,115.5,113.78,112.56,112.13,112.37,111.66,115.24,119.24,121.57,124.96,127.32,130.01,131.97,129.72,131.62,136.57,133.39,130.26,123.66
4982,112.08,112.26,117.83,115.66,116.48,117.08,120.54,128.49,126.04,122.17,121.81,122.82,125.96,122.32,118.75,111.84,112.34,110.94,111.34,111.53,113.41,114.16,113.9,112.71,112.97,109.7,107.47,104.73,103.64,104.07,105.73,107.95,105.42,102.13,102.11,104.05,105.16,106.97,108.44,110.59,123.28
4983,106.44,103.48,98.8,94.85,94.87,93.57,92.65,87.31,89.64,94.59,95.19,96.84,100.89,100.95,100.16,100.06,95.37,91.16,91.57,94.24,96.09,98.38,101.92,103.22,102.41,102.4,98.83,96.76,92.25,88.84,89.45,90.52,91.07,93.53,95.3,95.4,95.42,96.09,97.13,95.18,105.97
4984,107.54,106.07,109.24,112,116.37,112.99,114.31,120.66,121.93,124.76,126.03,127.31,127.68,127.86,130.52,135.61,139.3,144.05,145.99,149.03,152.03,158.68,156.21,154.57,155.2,155.99,153.75,150.84,144.49,147.24,148.01,147.38,140.91,135.66,139.03,143.95,148.51,149.29,148.71,144.22,160.49
4985,91.97,91.29,95.55,96,96.31,95.84,97.44,96.91,97.49,97.74,101.03,105.11,105.28,105.95,108.84,109.97,109.75,111.49,113.91,116.85,119.4,121.34,124.38,124.58,122.1,118.65,117.31,115.74,117.82,120.95,122.88,126.7,129.7,132.6,131.73,130.42,127.87,123.96,122.13,121.31,127.71
4986,100.71,96.36,92.77,89.32,91.14,89.23,87.45,82.82,82.99,83.06,79.02,75.85,72.91,66.26,69.86,73.7,75.16,76.59,76.02,73.29,69.51,66.97,61.84,64.05,64.48,64.09,62.99,61.75,57.96,58.65,58.9,60.38,62.45,64.65,67.54,68.46,69.25,66.87,63.92,62.14,58.46
4987,98.17,93.94,91.32,80.28,82.46,84.54,86.49,87.26,85.82,82.91,80.3,76.4,73.59,68.51,66.15,61.95,57.55,52.75,46.09,46.31,48.91,48.66,48.05,42.53,38.24,35.38,31.4,32.73,36.66,40.66,40.42,31.59,36.18,37.1,39.16,40.63,40.43,39.25,35.24,32.21,35.89
4988,86.71,82.54,79.6,76.49,73.01,70.47,66.52,66.48,65.26,64.39,64.37,63.22,70.69,66.64,61.97,62.4,61.66,60.09,59.93,60.55,57.5,53.61,49.86,47.52,47.4,49.15,50.14,52.3,54.85,56.69,55.83,58.84,61.71,64.22,66.03,68.67,70.27,72.31,74.74,74.64,58.76
4989,94.34,90.26,87.27,86.07,86.76,87.35,86.87,90.49,93.28,94.95,96.17,99.41,101.84,104.85,106.98,108.43,112.68,114.76,115.89,114.97,115.81,121.73,124.45,127.69,133.32,131.53,130.97,131.65,130.71,130.41,130.01,127.75,127.19,127.76,125.83,123.65,121.01,118.77,117.78,115.35,137.17
4990,99.5,94.13,96.36,99.77,103.34,107.57,111.43,113.16,117.26,121.61,124.67,126.73,127.25,128.24,126.85,122.99,120.95,116.37,113.47,108.91,102.33,103.98,107.82,114.23,113.13,110.05,107.67,104.78,101.85,101.31,102.85,102.18,107.49,104.47,101.29,98.92,97.14,93.86,91.37,84.55,83.56
4991,98.02,98.38,100.22,104.34,103.33,103.61,99.69,102.53,105.51,108.53,106.66,102.97,96.15,98.56,99.88,98.58,95.68,94.11,92.66,83.36,86.01,89.6,90.7,88.35,85.85,80.54,83.01,85.06,87.15,90.07,91.59,90.01,90.48,89.65,89.08,92.92,95.3,100.88,109.86,108.13,105.52
4992,106.08,108.5,108.93,105.73,107.72,106.68,103.46,100.12,99.49,98.13,97.46,92.82,95.23,98.46,100.22,102.16,105.3,105.53,103.11,105.35,108.59,112.45,115.13,116.94,120.52,117.16,116.56,117.38,119.3,126.07,121.53,118.15,113.14,109.97,107.74,105.89,103.1,98.74,94.08,89.86,103.36
4993,104.9,106.14,107.21,107.41,107.98,108.82,110.64,107.4,109.47,108.81,110.24,116.03,112.64,110.6,108.53,107.24,103.37,100.36,101.53,101.09,104.7,108.17,108.1,111.44,112.19,114.17,116.96,120.84,125.23,129.68,132.44,138.08,136.99,135.5,132.18,131.68,129.23,127.46,128.53,134.94,142.14
4994,92.94,83.92,87.48,89.54,93.79,95.04,90.57,91.54,93.4,93.66,90,91.09,88.83,79.87,82.3,85.35,88.81,89.98,88.71,87,87.96,90.89,94.26,97.38,96.85,93.79,90.29,88.82,88.51,92.44,97.16,99.87,102.92,102.05,105.57,107.59,111.82,112.7,115.03,119.11,109.36
4995,98.21,97.73,97.47,97.78,96.69,98.45,98.99,98.43,97.04,99.37,100.61,98.04,98.52,102.32,103.25,102.36,101.74,99.23,96.5,94.56,91.7,89.5,89.41,90.6,94.15,91.57,89.62,89.01,87.26,88.3,87.62,88.57,88.58,90.2,93,93.56,96.99,98.44,97.36,96.37,113.71
4996,104.08,106.32,108.27,106.06,105.33,106.83,106.39,106.01,107.53,107.54,109.69,115.4,117.56,118.34,119.15,122.93,123.15,125,123.12,121.03,117.14,113.95,107.81,100.8,97.19,92.79,92.15,92.23,92.88,97.09,100.52,100.02,102.44,106.84,108.92,110.64,115.58,116.96,119.01,122.14,147.45
4997,105.32,101.91,98.6,95.82,91.78,91.84,91.46,89.77,87.97,82.89,80.11,76.54,73.09,71.12,71.44,69.52,69.32,69.33,66.57,63.59,61.2,60.58,62.78,63.76,64,66.23,67.57,69.39,70.4,72.83,72.37,75.92,77.98,83.88,82.21,78.53,75.87,71.87,63.61,64.27,65.99
4998,103.34,104.18,106.16,109.79,112.07,114.58,114.35,109.91,105.01,102.53,100.82,98.45,96.32,98.08,99.49,102.29,103.16,104.85,106.59,106.27,106.53,108.91,112.07,114.93,117.81,120.11,121.08,118.59,118.92,122.81,126.51,124.01,125.59,126.19,127.06,124.83,119.7,118.13,116.85,117.1,91.98
4999,110.16,107.14,105.55,100.62,96.77,94.54,93.94,93.02,95.64,96.66,96.14,96.69,97.9,93.55,92.67,99.77,103.17,104.77,106.02,110.87,114.31,117.55,126.13,124.58,122.32,121.99,122.33,125.82,128.3,129.25,131.96,130.87,125.67,128.04,130.3,134.07,137.91,140.36,140.68,140.76,124.47
5000,93.72,94.84,97.09,99.62,98.55,93.58,97.32,101.67,101.9,102.43,100.67,98.23,99.76,96.37,94.27,94.26,89.43,93.31,93.14,95.77,99.56,102.54,106.61,109.87,115.17,116.14,120.46,124.79,127.87,130.18,132.1,134.61,135.5,136.87,140.95,141.5,141.59,142.33,151.16,149.7,163.86
5001,105.49,101.19,97.37,94.42,89.66,89.35,84.39,83.04,84,83.5,84.4,85.23,83.87,82.32,80.48,81.43,75.36,76.94,78.75,80.73,74.46,76.11,78.65,81.47,82.23,80.68,82.16,86.24,89.31,93.59,95.83,95.71,92.11,89.71,86.05,84.15,80.34,80.91,83.27,85.43,84.06
5002,108.7,111.56,113.86,116.26,119.22,121.94,128.58,123.47,120.73,109.94,112.55,115.41,118.43,120.58,123.71,127.26,128.28,132.14,134.65,136.25,137.32,138.87,142.3,147.6,143.67,142.24,138.41,138.21,136.32,133.47,131.24,129.76,136.67,134.02,129.19,128.35,126.65,125.75,120.99,117.36,113.22
5003,92.32,92.42,92.25,94.19,102.46,99.18,96.14,96.79,93.62,90.26,90.86,96.89,93.22,88.94,83.9,85.58,87.3,89.28,89.52,85.31,80.81,76.08,76.15,75.75,72.93,71.02,68.05,68.39,65.07,61.35,54.06,54.74,56.02,56.93,53.07,49.01,41.32,36.9,42.19,42.8,50.62
5004,97.68,104.08,99.96,96.19,97.83,99.33,96.86,96.38,91.86,86.45,89.93,91.09,92.04,95.19,95.77,95.85,92.09,88.75,86.17,83.72,79.62,75,70.62,67.16,67.57,70.5,72.3,75.09,76.06,77.66,74.29,66.27,67.55,68.78,68.4,68.41,74.2,70.56,61.5,62.53,59.6
5005,98.5,98.33,97.11,97.26,97.37,95.99,97.34,93.66,90.29,88.73,87.4,89.73,92.01,95.56,95.64,96.85,95.57,100.22,105.54,108.55,106.49,105.01,101.11,98.66,93.33,90.25,89,85.75,86.79,84.32,83.35,82.25,82.13,85.79,81.98,79.98,78.77,85.92,83.66,83.48,85.75
5006,93.82,91.58,94.97,90.36,87.29,86.34,85.26,84.53,87.44,88.21,89.01,90.52,89.93,89.5,92.86,95.43,96.87,96.57,96.75,96.72,96.64,102.24,97.98,95.17,95.83,86.18,88.91,92.45,95.37,96.26,91.84,91.58,92.39,92.31,92.88,88.94,90.52,89.09,88.64,90.45,66.49
